geometry,load_path,split,samples,nodes,elements,load_steps,fields,has_final_tangent,has_tangent_sequence,newton_residual_rms,reference_energy_mean,size_mb,path
curved_hole_14x11,cyclic,test,1,534,236,8,2,False,False,0.0014041307611382737,-0.0002935694362748898,0.4367542266845703,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\cyclic\test.npz
curved_hole_14x11,cyclic,train,2,536,238,8,2,False,False,0.0009830331400597777,-0.0002118167620677199,0.8579387664794922,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\cyclic\train.npz
curved_hole_14x11,monotonic,test,1,534,236,8,2,False,False,0.0013569512115557862,-0.0002799964132407691,0.4367656707763672,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\monotonic\test.npz
curved_hole_14x11,monotonic,train,2,536,238,8,2,False,False,0.0009634872268820568,-0.0002150328575978891,0.8579502105712891,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\monotonic\train.npz
curved_hole_14x11,nonproportional,test,1,534,236,8,2,False,False,0.0017685142104708765,-0.0004104214801397615,0.43678855895996094,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\nonproportional\test.npz
curved_hole_14x11,nonproportional,train,2,536,238,8,2,False,False,0.001228925533515039,-0.000331638033819093,0.8579730987548828,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\nonproportional\train.npz
curved_hole_14x11,unload_reload,test,1,534,236,8,2,False,False,0.001471766499932179,-0.0003285046526612403,0.4367809295654297,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\unload_reload\test.npz
curved_hole_14x11,unload_reload,train,2,536,238,8,2,False,False,0.0010501192160180396,-0.0002625420867178445,0.8579654693603516,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\curved_hole_14x11\unload_reload\train.npz
multi_hole_14x11,cyclic,test,1,530,231,8,2,False,False,0.0015371952502830199,-0.0002872329318808407,0.4299449920654297,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\cyclic\test.npz
multi_hole_14x11,cyclic,train,2,532,233,8,2,False,False,0.00101469014760084,-0.00023606630449045883,0.8443927764892578,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\cyclic\train.npz
multi_hole_14x11,monotonic,test,1,530,231,8,2,False,False,0.0014390708931837173,-0.00031624864482464896,0.42995643615722656,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\monotonic\test.npz
multi_hole_14x11,monotonic,train,2,532,233,8,2,False,False,0.0009728488243159427,-0.00022550507522823548,0.8444042205810547,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\monotonic\train.npz
multi_hole_14x11,nonproportional,test,1,530,231,8,2,False,False,0.0019700610614093584,-0.0005170748946493217,0.4299793243408203,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\nonproportional\test.npz
multi_hole_14x11,nonproportional,train,2,532,233,8,2,False,False,0.0012705600793335087,-0.00034831375045008147,0.8444271087646484,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\nonproportional\train.npz
multi_hole_14x11,unload_reload,test,1,530,231,8,2,False,False,0.0015752100534303917,-0.00035572662341732623,0.42997169494628906,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\unload_reload\test.npz
multi_hole_14x11,unload_reload,train,2,532,233,8,2,False,False,0.001064554141736459,-0.0002735605973854911,0.8444194793701172,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\multi_hole_14x11\unload_reload\train.npz
notch_14x11,cyclic,test,1,544,245,8,2,False,False,0.0011478349794627062,-0.0001997871779391013,0.44985389709472656,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\cyclic\test.npz
notch_14x11,cyclic,train,2,547,246,8,2,False,False,0.0008288624249681794,-0.00015587856968014515,0.8822994232177734,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\cyclic\train.npz
notch_14x11,monotonic,test,1,544,245,8,2,False,False,0.0011498405499628577,-0.00019776333067562116,0.44986534118652344,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\monotonic\test.npz
notch_14x11,monotonic,train,2,547,246,8,2,False,False,0.0008152751420873882,-0.00015494790595749162,0.8823108673095703,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\monotonic\train.npz
notch_14x11,nonproportional,test,1,544,245,8,2,False,False,0.001510968456490056,-0.000316831573118012,0.4498882293701172,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\nonproportional\test.npz
notch_14x11,nonproportional,train,2,547,246,8,2,False,False,0.0010632289595150272,-0.00024124528891634775,0.8823337554931641,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\nonproportional\train.npz
notch_14x11,unload_reload,test,1,544,245,8,2,False,False,0.001260941333507508,-0.00023990756196161296,0.44988059997558594,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\unload_reload\test.npz
notch_14x11,unload_reload,train,2,547,246,8,2,False,False,0.0009510119428142885,-0.00019877263844706166,0.8823261260986328,05_data_pipeline\processed\level4_formal_complex_j2_t6_8step\notch_14x11\unload_reload\train.npz
